date,net_pnl,gross_vega,net_vega,positions,book
2021-12-09,9802.740574810514,19265.933367843343,-679.8702943610083,500,mvo
2021-12-10,-19760.612724882885,18651.210182098457,-384.627834495863,500,mvo
2021-12-13,-4455.414715114227,19999.999575751284,150.59201347455854,501,mvo
2021-12-14,4892.088433607397,19633.432527165613,165.63462785203265,501,mvo
2021-12-15,-38580.85766441503,19425.369160896225,35.938483423448396,501,mvo
2021-12-16,-24477.01525648166,19026.11705816385,516.1384899080048,501,mvo
2021-12-17,12398.588662665066,19010.742356332037,231.8356152831125,501,mvo
2021-12-20,-8900.938800198219,20000.00056165336,-499.99999948719505,501,mvo
2021-12-21,-13518.24374535259,20636.704576831344,-1624.7715843194676,501,mvo
2021-12-22,11513.840839979724,20143.678980049528,-1357.4890898923854,500,mvo
2021-12-23,6734.006128227828,19830.194696086404,-1133.4211866181543,500,mvo
2021-12-27,-11100.583780487183,20000.000385772822,-78.48838144880676,500,mvo
2021-12-28,-16274.459594678587,19643.728190011752,-421.1940001917011,500,mvo
2021-12-29,27502.19291301154,18684.357916866626,-305.8606621375405,500,mvo
2021-12-30,39414.34294083105,18193.140184840016,-259.23183723606473,500,mvo
2021-12-31,-18680.18374760643,17497.227845942358,-271.62573519344807,500,mvo
2022-01-03,26248.00916645612,19999.994610997135,-4.110905583965278,500,mvo
2022-01-04,-682.4774096136458,19669.94025137158,45.738981849632275,500,mvo
2022-01-05,-6110.454009494825,18893.198044263445,426.06794045185103,500,mvo
2022-01-06,-3100.905222227582,18784.447464476954,340.0570236288412,500,mvo
2022-01-07,-1083.0097253122149,18336.49639151574,298.19086340893307,500,mvo
2022-01-10,7229.090320171013,18645.991797593804,-1685.532717454684,503,mvo
2022-01-11,-1983.310697164346,18454.69060317469,-1947.1924910541807,491,mvo
2022-01-12,-3364.3832342349438,18089.42611241156,-2155.7274238087957,491,mvo
2022-01-13,-6977.903282194824,17535.49296538599,-1636.4734363832479,491,mvo
2022-01-14,-5640.526856235019,17348.258908970725,-1809.564605872587,491,mvo
2022-01-18,2791.7727758050005,19999.997979362397,-500.00000235270005,491,mvo
2022-01-19,-12811.96100347176,19154.793894589147,-340.95157996985904,490,mvo
2022-01-20,4027.9293082204135,18270.136044983024,-206.76165971375312,490,mvo
2022-01-21,-7594.575428455613,18665.099933670786,-846.2787234578662,490,mvo
2022-01-24,16558.487451751633,20000.00086702974,-499.9999994758346,490,mvo
2022-01-25,6561.6557227951025,19399.97048799078,-111.58579569479785,490,mvo
2022-01-26,-31036.84397261308,19894.957572662304,-1139.667546107116,490,mvo
2022-01-27,9486.395590515865,19134.50975727167,-1481.8798403854316,490,mvo
2022-01-28,1729.8368479099113,19236.89990811409,-1700.1176874291552,490,mvo
2022-01-31,57221.66360574981,20000.00039200847,-499.9999997740075,491,mvo
2022-02-01,1258.8979866302652,19721.414809086495,-365.16254993822304,491,mvo
2022-02-02,-15127.714801545266,19708.194706371236,-778.260061446057,491,mvo
2022-02-03,-13229.460403663094,19231.600473483613,-1022.5442814503137,491,mvo
2022-02-04,-4547.280364906361,19047.175802831825,-707.5144491399923,491,mvo
2022-02-07,-9524.212311212845,20000.000091536473,-499.9999938058169,491,mvo
2022-02-08,14563.959262006238,19224.794690398634,-457.4325029267451,491,mvo
2022-02-09,-5612.27596346035,19320.226551820273,-1901.6201053079444,491,mvo
2022-02-10,2923.822307316913,18944.125445662048,-1933.335194787111,491,mvo
2022-02-11,-31709.747841173452,18416.088199428534,-1615.2426198382223,491,mvo
2022-02-14,17932.04127092424,19999.999152860993,-500.0000002350955,491,mvo
2022-02-15,12662.547374292923,19631.984861827328,-552.6623262089979,491,mvo
2022-02-16,1984.9288004891316,19078.71459024884,-112.37657432712885,491,mvo
2022-02-17,7172.341313511869,19205.3978543474,-5.598804149112373,491,mvo
2022-02-18,-4579.089674998825,18562.280063701986,43.59033864518376,491,mvo
2022-02-22,5859.115685215876,20000.000180201678,-499.9999792027377,491,mvo
2022-02-23,-11885.811033517468,19037.601441660772,-1406.1724847172757,490,mvo
2022-02-24,-46842.57579503894,19781.256030777397,-2826.1601539498597,488,mvo
2022-02-25,19100.533696175415,20292.260771605037,-4060.4429498585346,487,mvo
2022-02-28,-5129.591622789528,20000.000291622357,-499.9999961650752,487,mvo
2022-03-01,-10167.412600976933,15074.115360150916,-1360.3964815146705,385,mvo
2022-03-02,-1716.2456511685111,15125.467391413837,-1454.7124291381451,385,mvo
2022-03-03,454.98588672339827,14852.159912133719,-1467.7353577801903,385,mvo
2022-03-04,-4737.140802525314,14699.00362444687,-1251.8555686468678,385,mvo
2022-03-07,-3582.021633584122,19612.636544537818,-379.14447754847345,385,mvo
2022-03-08,5183.255648291125,19691.432229180224,12.612784666746375,383,mvo
2022-03-09,6943.5439525950505,20017.994224676175,-260.82672743472466,383,mvo
2022-03-10,-2581.86826313972,19886.186876075724,-124.56561805307733,383,mvo
2022-03-11,3980.587765847861,19648.367947379018,160.32659712174714,383,mvo
2022-03-14,-81.32364398824794,19999.99950778257,-500.0000005829982,388,mvo
2022-03-15,7537.701765785892,19701.58611655057,-916.6075984322766,388,mvo
2022-03-16,16212.38617596436,19729.11205009779,-907.4120095540286,388,mvo
2022-03-17,3013.541752936503,19525.71632315139,-928.6880860488019,388,mvo
2022-03-18,3867.3186464626183,19042.769335374116,-925.3779312024285,388,mvo
2022-03-21,7253.660456724329,20000.00024468397,-499.9999997194748,485,mvo
2022-03-22,12965.005490748832,19608.174011569354,-194.19870668836333,485,mvo
2022-03-23,-5156.581427111735,19461.693873162323,-390.5084956363323,485,mvo
2022-03-24,-3795.629555364452,19306.09143962317,-488.7383390049302,485,mvo
2022-03-25,-2218.573807599391,18610.357457016773,-794.9410401512687,485,mvo
2022-03-28,10116.421691175605,19999.999659652447,472.2460955651762,488,mvo
2022-03-29,-25835.101262930333,20703.79980939455,426.5700939264563,488,mvo
2022-03-30,6101.689609547211,20510.125921552884,539.5985967001095,488,mvo
2022-03-31,15657.766939203757,21408.455087880877,507.5085998980994,488,mvo
2022-04-01,7297.724563405341,20273.01487663321,79.30864049474721,488,mvo
2022-04-04,21092.48138430789,19999.999465263227,499.9999760130877,489,mvo
2022-04-05,-407.14711587767835,19513.280204127394,550.692276912715,489,mvo
2022-04-06,1178.2131526893215,19710.610996487,1374.034298025464,489,mvo
2022-04-07,-5535.248752209642,19432.041560622085,1273.9433809282573,489,mvo
2022-04-08,-7587.321355182909,18657.957441529496,646.2088155793991,489,mvo
2022-04-11,7048.281728183928,19859.506097406735,640.4942602476899,489,mvo
2022-04-12,5920.096020030248,20589.49958759009,1401.7077493009867,488,mvo
2022-04-13,5043.1963897849355,19471.270683742634,276.4593951977948,488,mvo
2022-04-14,5695.056563193429,19379.269869875992,705.1303190951207,488,mvo
2022-04-18,4047.0774382642917,19999.9999123499,-322.0963645256944,488,mvo
2022-04-19,-14463.759666979524,19362.18033871585,-149.6565519124223,488,mvo
2022-04-20,-5507.261696052435,18613.960485508967,-999.696706041555,486,mvo
2022-04-21,-2554.968008458485,18606.25235729851,-667.5497984543601,486,mvo
2022-04-22,-16518.96424627901,19083.7976567177,-135.04694160218668,486,mvo
2022-04-25,12733.772490801795,19999.99930570983,-499.9999975115098,486,mvo
2022-04-26,354.7569380444891,18923.9464681057,-216.50065797822202,486,mvo
2022-04-27,2323.833974365742,17769.661510724312,-1101.368793401359,486,mvo
2022-04-28,23724.90151130465,18602.27554660173,-32.04498117863232,486,mvo
2022-04-29,-19824.301433642944,18634.1989618094,-53.50369824173551,486,mvo
2022-05-02,-6516.241877519342,20000.000150173317,-500.00000001861144,486,mvo
2022-05-03,12733.2682702443,19725.09761481565,-619.670382933086,486,mvo
2022-05-04,1027.2720597908124,19069.62916535715,99.71100558034401,486,mvo
2022-05-05,-26339.34473856246,19125.988758115018,114.19063084211447,486,mvo
2022-05-06,-6064.531146435865,18816.507707547054,96.37720048523728,486,mvo
2022-05-09,1719.861383898351,19999.99969468446,-500.00000001245,486,mvo
2022-05-10,12735.994728254547,19675.0157406404,-287.15067039913,486,mvo
